report_validations,count,population,start_date,end_date,question
Number of Parenting Youth Under Age 25 with Children,10,all_persons,2020-04-01,2020-04-30,Q5a
Number of Adult Heads of Household,683,all_persons,2020-04-01,2020-04-30,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2020-04-01,2020-04-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,214,all_persons,2020-04-01,2020-04-30,Q5a
Total Number of Persons Served,1073,all_persons,2020-05-01,2020-05-31,Q5a
Number of Adults (age 18 or over),831,all_persons,2020-05-01,2020-05-31,Q5a
Number of Children (under age 18),233,all_persons,2020-05-01,2020-05-31,Q5a
Number of Persons with Unknown Age,9,all_persons,2020-05-01,2020-05-31,Q5a
Number of Leavers,222,all_persons,2020-05-01,2020-05-31,Q5a
Number of Adult Leavers,195,all_persons,2020-05-01,2020-05-31,Q5a
Number of Adult and Head of Household Leavers,195,all_persons,2020-05-01,2020-05-31,Q5a
Number of Stayers,851,all_persons,2020-05-01,2020-05-31,Q5a
Number of Adult Stayers,636,all_persons,2020-05-01,2020-05-31,Q5a
Number of Veterans,51,all_persons,2020-05-01,2020-05-31,Q5a
Number of Chronically Homeless Persons,150,all_persons,2020-05-01,2020-05-31,Q5a
Number of Youth Under Age 25,61,all_persons,2020-05-01,2020-05-31,Q5a
Number of Parenting Youth Under Age 25 with Children,9,all_persons,2020-05-01,2020-05-31,Q5a
Number of Adult Heads of Household,680,all_persons,2020-05-01,2020-05-31,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2020-05-01,2020-05-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,226,all_persons,2020-05-01,2020-05-31,Q5a
Total Number of Persons Served,1094,all_persons,2020-06-01,2020-06-30,Q5a
Number of Adults (age 18 or over),840,all_persons,2020-06-01,2020-06-30,Q5a
Number of Children (under age 18),245,all_persons,2020-06-01,2020-06-30,Q5a
Number of Persons with Unknown Age,9,all_persons,2020-06-01,2020-06-30,Q5a
Number of Leavers,268,all_persons,2020-06-01,2020-06-30,Q5a
Number of Adult Leavers,248,all_persons,2020-06-01,2020-06-30,Q5a
Number of Adult and Head of Household Leavers,248,all_persons,2020-06-01,2020-06-30,Q5a
Number of Stayers,826,all_persons,2020-06-01,2020-06-30,Q5a
Number of Adult Stayers,592,all_persons,2020-06-01,2020-06-30,Q5a
Number of Veterans,52,all_persons,2020-06-01,2020-06-30,Q5a
Number of Chronically Homeless Persons,160,all_persons,2020-06-01,2020-06-30,Q5a
Number of Youth Under Age 25,67,all_persons,2020-06-01,2020-06-30,Q5a
Number of Parenting Youth Under Age 25 with Children,12,all_persons,2020-06-01,2020-06-30,Q5a
Number of Adult Heads of Household,693,all_persons,2020-06-01,2020-06-30,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2020-06-01,2020-06-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,234,all_persons,2020-06-01,2020-06-30,Q5a
Total Number of Persons Served,1056,all_persons,2020-07-01,2020-07-31,Q5a
Number of Adults (age 18 or over),805,all_persons,2020-07-01,2020-07-31,Q5a
Number of Children (under age 18),242,all_persons,2020-07-01,2020-07-31,Q5a
Number of Persons with Unknown Age,9,all_persons,2020-07-01,2020-07-31,Q5a
Number of Leavers,254,all_persons,2020-07-01,2020-07-31,Q5a
Number of Adult Leavers,216,all_persons,2020-07-01,2020-07-31,Q5a
Number of Adult and Head of Household Leavers,216,all_persons,2020-07-01,2020-07-31,Q5a
Number of Stayers,802,all_persons,2020-07-01,2020-07-31,Q5a
Number of Adult Stayers,589,all_persons,2020-07-01,2020-07-31,Q5a
Number of Veterans,49,all_persons,2020-07-01,2020-07-31,Q5a
Number of Chronically Homeless Persons,150,all_persons,2020-07-01,2020-07-31,Q5a
Number of Youth Under Age 25,56,all_persons,2020-07-01,2020-07-31,Q5a
Number of Parenting Youth Under Age 25 with Children,10,all_persons,2020-07-01,2020-07-31,Q5a
Number of Adult Heads of Household,660,all_persons,2020-07-01,2020-07-31,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2020-07-01,2020-07-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,260,all_persons,2020-07-01,2020-07-31,Q5a
Total Number of Persons Served,1041,all_persons,2020-08-01,2020-08-31,Q5a
Number of Adults (age 18 or over),802,all_persons,2020-08-01,2020-08-31,Q5a
Number of Children (under age 18),230,all_persons,2020-08-01,2020-08-31,Q5a
Number of Persons with Unknown Age,9,all_persons,2020-08-01,2020-08-31,Q5a
Number of Leavers,173,all_persons,2020-08-01,2020-08-31,Q5a
Number of Adult Leavers,158,all_persons,2020-08-01,2020-08-31,Q5a
Number of Adult and Head of Household Leavers,158,all_persons,2020-08-01,2020-08-31,Q5a
Number of Stayers,868,all_persons,2020-08-01,2020-08-31,Q5a
Number of Adult Stayers,644,all_persons,2020-08-01,2020-08-31,Q5a
Number of Veterans,45,all_persons,2020-08-01,2020-08-31,Q5a
Number of Chronically Homeless Persons,158,all_persons,2020-08-01,2020-08-31,Q5a
Number of Youth Under Age 25,53,all_persons,2020-08-01,2020-08-31,Q5a
Number of Parenting Youth Under Age 25 with Children,8,all_persons,2020-08-01,2020-08-31,Q5a
Number of Adult Heads of Household,661,all_persons,2020-08-01,2020-08-31,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2020-08-01,2020-08-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,277,all_persons,2020-08-01,2020-08-31,Q5a
Total Number of Persons Served,1091,all_persons,2020-09-01,2020-09-30,Q5a
Number of Adults (age 18 or over),837,all_persons,2020-09-01,2020-09-30,Q5a
Number of Children (under age 18),245,all_persons,2020-09-01,2020-09-30,Q5a
Number of Persons with Unknown Age,9,all_persons,2020-09-01,2020-09-30,Q5a
Number of Leavers,229,all_persons,2020-09-01,2020-09-30,Q5a
Number of Adult Leavers,199,all_persons,2020-09-01,2020-09-30,Q5a
Number of Adult and Head of Household Leavers,199,all_persons,2020-09-01,2020-09-30,Q5a
Number of Stayers,862,all_persons,2020-09-01,2020-09-30,Q5a
Number of Adult Stayers,638,all_persons,2020-09-01,2020-09-30,Q5a
Number of Veterans,49,all_persons,2020-09-01,2020-09-30,Q5a
Number of Chronically Homeless Persons,158,all_persons,2020-09-01,2020-09-30,Q5a
Number of Youth Under Age 25,60,all_persons,2020-09-01,2020-09-30,Q5a
Number of Parenting Youth Under Age 25 with Children,13,all_persons,2020-09-01,2020-09-30,Q5a
Number of Adult Heads of Household,685,all_persons,2020-09-01,2020-09-30,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2020-09-01,2020-09-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,281,all_persons,2020-09-01,2020-09-30,Q5a
Total Number of Persons Served,1134,all_persons,2020-10-01,2020-10-31,Q5a
Number of Adults (age 18 or over),868,all_persons,2020-10-01,2020-10-31,Q5a
Number of Children (under age 18),256,all_persons,2020-10-01,2020-10-31,Q5a
Number of Persons with Unknown Age,10,all_persons,2020-10-01,2020-10-31,Q5a
Number of Leavers,224,all_persons,2020-10-01,2020-10-31,Q5a
Number of Adult Leavers,189,all_persons,2020-10-01,2020-10-31,Q5a
Number of Adult and Head of Household Leavers,189,all_persons,2020-10-01,2020-10-31,Q5a
Number of Stayers,910,all_persons,2020-10-01,2020-10-31,Q5a
Number of Adult Stayers,679,all_persons,2020-10-01,2020-10-31,Q5a
Number of Veterans,55,all_persons,2020-10-01,2020-10-31,Q5a
Number of Chronically Homeless Persons,170,all_persons,2020-10-01,2020-10-31,Q5a
Number of Youth Under Age 25,62,all_persons,2020-10-01,2020-10-31,Q5a
Number of Parenting Youth Under Age 25 with Children,15,all_persons,2020-10-01,2020-10-31,Q5a
Number of Adult Heads of Household,720,all_persons,2020-10-01,2020-10-31,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2020-10-01,2020-10-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,295,all_persons,2020-10-01,2020-10-31,Q5a
Total Number of Persons Served,1205,all_persons,2020-11-01,2020-11-30,Q5a
Number of Adults (age 18 or over),937,all_persons,2020-11-01,2020-11-30,Q5a
Number of Children (under age 18),258,all_persons,2020-11-01,2020-11-30,Q5a
Number of Persons with Unknown Age,10,all_persons,2020-11-01,2020-11-30,Q5a
Number of Leavers,207,all_persons,2020-11-01,2020-11-30,Q5a
Number of Adult Leavers,181,all_persons,2020-11-01,2020-11-30,Q5a
Number of Adult and Head of Household Leavers,181,all_persons,2020-11-01,2020-11-30,Q5a
Number of Stayers,998,all_persons,2020-11-01,2020-11-30,Q5a
Number of Adult Stayers,756,all_persons,2020-11-01,2020-11-30,Q5a
Number of Veterans,53,all_persons,2020-11-01,2020-11-30,Q5a
Number of Chronically Homeless Persons,182,all_persons,2020-11-01,2020-11-30,Q5a
Number of Youth Under Age 25,67,all_persons,2020-11-01,2020-11-30,Q5a
Number of Parenting Youth Under Age 25 with Children,13,all_persons,2020-11-01,2020-11-30,Q5a
Number of Adult Heads of Household,776,all_persons,2020-11-01,2020-11-30,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2020-11-01,2020-11-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,301,all_persons,2020-11-01,2020-11-30,Q5a
Total Number of Persons Served,1226,all_persons,2020-12-01,2020-12-31,Q5a
Number of Adults (age 18 or over),954,all_persons,2020-12-01,2020-12-31,Q5a
Number of Children (under age 18),262,all_persons,2020-12-01,2020-12-31,Q5a
Number of Persons with Unknown Age,10,all_persons,2020-12-01,2020-12-31,Q5a
Number of Leavers,218,all_persons,2020-12-01,2020-12-31,Q5a
Number of Adult Leavers,192,all_persons,2020-12-01,2020-12-31,Q5a
Number of Adult and Head of Household Leavers,192,all_persons,2020-12-01,2020-12-31,Q5a
Number of Stayers,1008,all_persons,2020-12-01,2020-12-31,Q5a
Number of Adult Stayers,762,all_persons,2020-12-01,2020-12-31,Q5a
Number of Veterans,54,all_persons,2020-12-01,2020-12-31,Q5a
Number of Chronically Homeless Persons,191,all_persons,2020-12-01,2020-12-31,Q5a
Number of Youth Under Age 25,66,all_persons,2020-12-01,2020-12-31,Q5a
Number of Parenting Youth Under Age 25 with Children,13,all_persons,2020-12-01,2020-12-31,Q5a
Number of Adult Heads of Household,788,all_persons,2020-12-01,2020-12-31,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2020-12-01,2020-12-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,301,all_persons,2020-12-01,2020-12-31,Q5a
Total Number of Persons Served,1249,all_persons,2021-01-01,2021-01-31,Q5a
Number of Adults (age 18 or over),981,all_persons,2021-01-01,2021-01-31,Q5a
Number of Children (under age 18),257,all_persons,2021-01-01,2021-01-31,Q5a
Number of Persons with Unknown Age,11,all_persons,2021-01-01,2021-01-31,Q5a
Number of Leavers,237,all_persons,2021-01-01,2021-01-31,Q5a
Number of Adult Leavers,207,all_persons,2021-01-01,2021-01-31,Q5a
Number of Adult and Head of Household Leavers,209,all_persons,2021-01-01,2021-01-31,Q5a
Number of Stayers,1012,all_persons,2021-01-01,2021-01-31,Q5a
Number of Adult Stayers,774,all_persons,2021-01-01,2021-01-31,Q5a
Number of Veterans,55,all_persons,2021-01-01,2021-01-31,Q5a
Number of Chronically Homeless Persons,197,all_persons,2021-01-01,2021-01-31,Q5a
Number of Youth Under Age 25,76,all_persons,2021-01-01,2021-01-31,Q5a
Number of Parenting Youth Under Age 25 with Children,15,all_persons,2021-01-01,2021-01-31,Q5a
Number of Adult Heads of Household,815,all_persons,2021-01-01,2021-01-31,Q5a
Number of Child and Unknown-Age Heads of Household,2,all_persons,2021-01-01,2021-01-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,318,all_persons,2021-01-01,2021-01-31,Q5a
Total Number of Persons Served,1202,all_persons,2021-02-01,2021-02-28,Q5a
Number of Adults (age 18 or over),928,all_persons,2021-02-01,2021-02-28,Q5a
Number of Children (under age 18),264,all_persons,2021-02-01,2021-02-28,Q5a
Number of Persons with Unknown Age,10,all_persons,2021-02-01,2021-02-28,Q5a
Number of Leavers,211,all_persons,2021-02-01,2021-02-28,Q5a
Number of Adult Leavers,172,all_persons,2021-02-01,2021-02-28,Q5a
Number of Adult and Head of Household Leavers,174,all_persons,2021-02-01,2021-02-28,Q5a
Number of Stayers,991,all_persons,2021-02-01,2021-02-28,Q5a
Number of Adult Stayers,756,all_persons,2021-02-01,2021-02-28,Q5a
Number of Veterans,50,all_persons,2021-02-01,2021-02-28,Q5a
Number of Chronically Homeless Persons,182,all_persons,2021-02-01,2021-02-28,Q5a
Number of Youth Under Age 25,78,all_persons,2021-02-01,2021-02-28,Q5a
Number of Parenting Youth Under Age 25 with Children,17,all_persons,2021-02-01,2021-02-28,Q5a
Number of Adult Heads of Household,773,all_persons,2021-02-01,2021-02-28,Q5a
Number of Child and Unknown-Age Heads of Household,2,all_persons,2021-02-01,2021-02-28,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,320,all_persons,2021-02-01,2021-02-28,Q5a
Total Number of Persons Served,1201,all_persons,2021-03-01,2021-03-31,Q5a
Number of Adults (age 18 or over),926,all_persons,2021-03-01,2021-03-31,Q5a
Number of Children (under age 18),265,all_persons,2021-03-01,2021-03-31,Q5a
Number of Persons with Unknown Age,10,all_persons,2021-03-01,2021-03-31,Q5a
Number of Leavers,208,all_persons,2021-03-01,2021-03-31,Q5a
Number of Adult Leavers,182,all_persons,2021-03-01,2021-03-31,Q5a
Number of Adult and Head of Household Leavers,182,all_persons,2021-03-01,2021-03-31,Q5a
Number of Stayers,993,all_persons,2021-03-01,2021-03-31,Q5a
Number of Adult Stayers,744,all_persons,2021-03-01,2021-03-31,Q5a
Number of Veterans,53,all_persons,2021-03-01,2021-03-31,Q5a
Number of Chronically Homeless Persons,179,all_persons,2021-03-01,2021-03-31,Q5a
Number of Youth Under Age 25,75,all_persons,2021-03-01,2021-03-31,Q5a
Number of Parenting Youth Under Age 25 with Children,15,all_persons,2021-03-01,2021-03-31,Q5a
Number of Adult Heads of Household,777,all_persons,2021-03-01,2021-03-31,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2021-03-01,2021-03-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,333,all_persons,2021-03-01,2021-03-31,Q5a
Total Number of Persons Served,1157,all_persons,2021-04-01,2021-04-30,Q5a
Number of Adults (age 18 or over),896,all_persons,2021-04-01,2021-04-30,Q5a
Number of Children (under age 18),251,all_persons,2021-04-01,2021-04-30,Q5a
Number of Persons with Unknown Age,10,all_persons,2021-04-01,2021-04-30,Q5a
Number of Leavers,212,all_persons,2021-04-01,2021-04-30,Q5a
Number of Adult Leavers,186,all_persons,2021-04-01,2021-04-30,Q5a
Number of Adult and Head of Household Leavers,186,all_persons,2021-04-01,2021-04-30,Q5a
Number of Stayers,945,all_persons,2021-04-01,2021-04-30,Q5a
Number of Adult Stayers,710,all_persons,2021-04-01,2021-04-30,Q5a
Number of Veterans,52,all_persons,2021-04-01,2021-04-30,Q5a
Number of Chronically Homeless Persons,168,all_persons,2021-04-01,2021-04-30,Q5a
Number of Youth Under Age 25,70,all_persons,2021-04-01,2021-04-30,Q5a
Number of Parenting Youth Under Age 25 with Children,15,all_persons,2021-04-01,2021-04-30,Q5a
Number of Adult Heads of Household,744,all_persons,2021-04-01,2021-04-30,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2021-04-01,2021-04-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,343,all_persons,2021-04-01,2021-04-30,Q5a
Total Number of Persons Served,1121,all_persons,2021-05-01,2021-05-31,Q5a
Number of Adults (age 18 or over),864,all_persons,2021-05-01,2021-05-31,Q5a
Number of Children (under age 18),247,all_persons,2021-05-01,2021-05-31,Q5a
Number of Persons with Unknown Age,10,all_persons,2021-05-01,2021-05-31,Q5a
Number of Leavers,174,all_persons,2021-05-01,2021-05-31,Q5a
Number of Adult Leavers,142,all_persons,2021-05-01,2021-05-31,Q5a
Number of Adult and Head of Household Leavers,143,all_persons,2021-05-01,2021-05-31,Q5a
Number of Stayers,947,all_persons,2021-05-01,2021-05-31,Q5a
Number of Adult Stayers,722,all_persons,2021-05-01,2021-05-31,Q5a
Number of Veterans,55,all_persons,2021-05-01,2021-05-31,Q5a
Number of Chronically Homeless Persons,173,all_persons,2021-05-01,2021-05-31,Q5a
Number of Youth Under Age 25,66,all_persons,2021-05-01,2021-05-31,Q5a
Number of Parenting Youth Under Age 25 with Children,11,all_persons,2021-05-01,2021-05-31,Q5a
Number of Adult Heads of Household,714,all_persons,2021-05-01,2021-05-31,Q5a
Number of Child and Unknown-Age Heads of Household,1,all_persons,2021-05-01,2021-05-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,354,all_persons,2021-05-01,2021-05-31,Q5a
Total Number of Persons Served,1160,all_persons,2021-06-01,2021-06-30,Q5a
Number of Adults (age 18 or over),907,all_persons,2021-06-01,2021-06-30,Q5a
Number of Children (under age 18),243,all_persons,2021-06-01,2021-06-30,Q5a
Number of Persons with Unknown Age,10,all_persons,2021-06-01,2021-06-30,Q5a
Number of Leavers,239,all_persons,2021-06-01,2021-06-30,Q5a
Number of Adult Leavers,195,all_persons,2021-06-01,2021-06-30,Q5a
Number of Adult and Head of Household Leavers,195,all_persons,2021-06-01,2021-06-30,Q5a
Number of Stayers,921,all_persons,2021-06-01,2021-06-30,Q5a
Number of Adult Stayers,712,all_persons,2021-06-01,2021-06-30,Q5a
Number of Veterans,55,all_persons,2021-06-01,2021-06-30,Q5a
Number of Chronically Homeless Persons,178,all_persons,2021-06-01,2021-06-30,Q5a
Number of Youth Under Age 25,63,all_persons,2021-06-01,2021-06-30,Q5a
Number of Parenting Youth Under Age 25 with Children,10,all_persons,2021-06-01,2021-06-30,Q5a
Number of Adult Heads of Household,745,all_persons,2021-06-01,2021-06-30,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2021-06-01,2021-06-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,358,all_persons,2021-06-01,2021-06-30,Q5a
Total Number of Persons Served,1189,all_persons,2021-07-01,2021-07-31,Q5a
Number of Adults (age 18 or over),922,all_persons,2021-07-01,2021-07-31,Q5a
Number of Children (under age 18),257,all_persons,2021-07-01,2021-07-31,Q5a
Number of Persons with Unknown Age,10,all_persons,2021-07-01,2021-07-31,Q5a
Number of Leavers,192,all_persons,2021-07-01,2021-07-31,Q5a
Number of Adult Leavers,144,all_persons,2021-07-01,2021-07-31,Q5a
Number of Adult and Head of Household Leavers,144,all_persons,2021-07-01,2021-07-31,Q5a
Number of Stayers,997,all_persons,2021-07-01,2021-07-31,Q5a
Number of Adult Stayers,778,all_persons,2021-07-01,2021-07-31,Q5a
Number of Veterans,55,all_persons,2021-07-01,2021-07-31,Q5a
Number of Chronically Homeless Persons,173,all_persons,2021-07-01,2021-07-31,Q5a
Number of Youth Under Age 25,58,all_persons,2021-07-01,2021-07-31,Q5a
Number of Parenting Youth Under Age 25 with Children,8,all_persons,2021-07-01,2021-07-31,Q5a
Number of Adult Heads of Household,753,all_persons,2021-07-01,2021-07-31,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2021-07-01,2021-07-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,377,all_persons,2021-07-01,2021-07-31,Q5a
Total Number of Persons Served,1356,all_persons,2021-08-01,2021-08-31,Q5a
Number of Adults (age 18 or over),1045,all_persons,2021-08-01,2021-08-31,Q5a
Number of Children (under age 18),301,all_persons,2021-08-01,2021-08-31,Q5a
Number of Persons with Unknown Age,10,all_persons,2021-08-01,2021-08-31,Q5a
Number of Leavers,306,all_persons,2021-08-01,2021-08-31,Q5a
Number of Adult Leavers,235,all_persons,2021-08-01,2021-08-31,Q5a
Number of Adult and Head of Household Leavers,235,all_persons,2021-08-01,2021-08-31,Q5a
Number of Stayers,1050,all_persons,2021-08-01,2021-08-31,Q5a
Number of Adult Stayers,810,all_persons,2021-08-01,2021-08-31,Q5a
Number of Veterans,67,all_persons,2021-08-01,2021-08-31,Q5a
Number of Chronically Homeless Persons,166,all_persons,2021-08-01,2021-08-31,Q5a
Number of Youth Under Age 25,73,all_persons,2021-08-01,2021-08-31,Q5a
Number of Parenting Youth Under Age 25 with Children,10,all_persons,2021-08-01,2021-08-31,Q5a
Number of Adult Heads of Household,852,all_persons,2021-08-01,2021-08-31,Q5a
Number of Child and Unknown-Age Heads of Household,0,all_persons,2021-08-01,2021-08-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,403,all_persons,2021-08-01,2021-08-31,Q5a
Total Number of Persons Served,1425,all_persons,2021-09-01,2021-09-30,Q5a
Number of Adults (age 18 or over),1093,all_persons,2021-09-01,2021-09-30,Q5a
Number of Children (under age 18),322,all_persons,2021-09-01,2021-09-30,Q5a
Number of Persons with Unknown Age,10,all_persons,2021-09-01,2021-09-30,Q5a
Number of Leavers,286,all_persons,2021-09-01,2021-09-30,Q5a
Number of Adult Leavers,212,all_persons,2021-09-01,2021-09-30,Q5a
Number of Adult and Head of Household Leavers,219,all_persons,2021-09-01,2021-09-30,Q5a
Number of Stayers,1139,all_persons,2021-09-01,2021-09-30,Q5a
Number of Adult Stayers,881,all_persons,2021-09-01,2021-09-30,Q5a
Number of Veterans,76,all_persons,2021-09-01,2021-09-30,Q5a
Number of Chronically Homeless Persons,175,all_persons,2021-09-01,2021-09-30,Q5a
Number of Youth Under Age 25,83,all_persons,2021-09-01,2021-09-30,Q5a
Number of Parenting Youth Under Age 25 with Children,12,all_persons,2021-09-01,2021-09-30,Q5a
Number of Adult Heads of Household,886,all_persons,2021-09-01,2021-09-30,Q5a
Number of Child and Unknown-Age Heads of Household,8,all_persons,2021-09-01,2021-09-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,423,all_persons,2021-09-01,2021-09-30,Q5a
Total Number of Persons Served,1472,all_persons,2021-10-01,2021-10-31,Q5a
Number of Adults (age 18 or over),1141,all_persons,2021-10-01,2021-10-31,Q5a
Number of Children (under age 18),319,all_persons,2021-10-01,2021-10-31,Q5a
Number of Persons with Unknown Age,12,all_persons,2021-10-01,2021-10-31,Q5a
Number of Leavers,275,all_persons,2021-10-01,2021-10-31,Q5a
Number of Adult Leavers,208,all_persons,2021-10-01,2021-10-31,Q5a
Number of Adult and Head of Household Leavers,210,all_persons,2021-10-01,2021-10-31,Q5a
Number of Stayers,1197,all_persons,2021-10-01,2021-10-31,Q5a
Number of Adult Stayers,933,all_persons,2021-10-01,2021-10-31,Q5a
Number of Veterans,70,all_persons,2021-10-01,2021-10-31,Q5a
Number of Chronically Homeless Persons,194,all_persons,2021-10-01,2021-10-31,Q5a
Number of Youth Under Age 25,90,all_persons,2021-10-01,2021-10-31,Q5a
Number of Parenting Youth Under Age 25 with Children,13,all_persons,2021-10-01,2021-10-31,Q5a
Number of Adult Heads of Household,923,all_persons,2021-10-01,2021-10-31,Q5a
Number of Child and Unknown-Age Heads of Household,4,all_persons,2021-10-01,2021-10-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,432,all_persons,2021-10-01,2021-10-31,Q5a
Total Number of Persons Served,1551,all_persons,2021-11-01,2021-11-30,Q5a
Number of Adults (age 18 or over),1203,all_persons,2021-11-01,2021-11-30,Q5a
Number of Children (under age 18),337,all_persons,2021-11-01,2021-11-30,Q5a
Number of Persons with Unknown Age,11,all_persons,2021-11-01,2021-11-30,Q5a
Number of Leavers,202,all_persons,2021-11-01,2021-11-30,Q5a
Number of Adult Leavers,170,all_persons,2021-11-01,2021-11-30,Q5a
Number of Adult and Head of Household Leavers,171,all_persons,2021-11-01,2021-11-30,Q5a
Number of Stayers,1349,all_persons,2021-11-01,2021-11-30,Q5a
Number of Adult Stayers,1033,all_persons,2021-11-01,2021-11-30,Q5a
Number of Veterans,74,all_persons,2021-11-01,2021-11-30,Q5a
Number of Chronically Homeless Persons,197,all_persons,2021-11-01,2021-11-30,Q5a
Number of Youth Under Age 25,93,all_persons,2021-11-01,2021-11-30,Q5a
Number of Parenting Youth Under Age 25 with Children,13,all_persons,2021-11-01,2021-11-30,Q5a
Number of Adult Heads of Household,983,all_persons,2021-11-01,2021-11-30,Q5a
Number of Child and Unknown-Age Heads of Household,2,all_persons,2021-11-01,2021-11-30,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,443,all_persons,2021-11-01,2021-11-30,Q5a
Total Number of Persons Served,1670,all_persons,2021-12-01,2021-12-31,Q5a
Number of Adults (age 18 or over),1294,all_persons,2021-12-01,2021-12-31,Q5a
Number of Children (under age 18),360,all_persons,2021-12-01,2021-12-31,Q5a
Number of Persons with Unknown Age,16,all_persons,2021-12-01,2021-12-31,Q5a
Number of Leavers,258,all_persons,2021-12-01,2021-12-31,Q5a
Number of Adult Leavers,202,all_persons,2021-12-01,2021-12-31,Q5a
Number of Adult and Head of Household Leavers,203,all_persons,2021-12-01,2021-12-31,Q5a
Number of Stayers,1412,all_persons,2021-12-01,2021-12-31,Q5a
Number of Adult Stayers,1092,all_persons,2021-12-01,2021-12-31,Q5a
Number of Veterans,76,all_persons,2021-12-01,2021-12-31,Q5a
Number of Chronically Homeless Persons,213,all_persons,2021-12-01,2021-12-31,Q5a
Number of Youth Under Age 25,95,all_persons,2021-12-01,2021-12-31,Q5a
Number of Parenting Youth Under Age 25 with Children,14,all_persons,2021-12-01,2021-12-31,Q5a
Number of Adult Heads of Household,1051,all_persons,2021-12-01,2021-12-31,Q5a
Number of Child and Unknown-Age Heads of Household,5,all_persons,2021-12-01,2021-12-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,443,all_persons,2021-12-01,2021-12-31,Q5a
Total Number of Persons Served,1655,all_persons,2022-01-01,2022-01-31,Q5a
Number of Adults (age 18 or over),1293,all_persons,2022-01-01,2022-01-31,Q5a
Number of Children (under age 18),348,all_persons,2022-01-01,2022-01-31,Q5a
Number of Persons with Unknown Age,14,all_persons,2022-01-01,2022-01-31,Q5a
Number of Leavers,221,all_persons,2022-01-01,2022-01-31,Q5a
Number of Adult Leavers,183,all_persons,2022-01-01,2022-01-31,Q5a
Number of Adult and Head of Household Leavers,186,all_persons,2022-01-01,2022-01-31,Q5a
Number of Stayers,1434,all_persons,2022-01-01,2022-01-31,Q5a
Number of Adult Stayers,1110,all_persons,2022-01-01,2022-01-31,Q5a
Number of Veterans,80,all_persons,2022-01-01,2022-01-31,Q5a
Number of Chronically Homeless Persons,221,all_persons,2022-01-01,2022-01-31,Q5a
Number of Youth Under Age 25,91,all_persons,2022-01-01,2022-01-31,Q5a
Number of Parenting Youth Under Age 25 with Children,14,all_persons,2022-01-01,2022-01-31,Q5a
Number of Adult Heads of Household,1054,all_persons,2022-01-01,2022-01-31,Q5a
Number of Child and Unknown-Age Heads of Household,6,all_persons,2022-01-01,2022-01-31,Q5a
Heads of Households and Adult Stayers in the Project 365 Days or More,446,all_persons,2022-01-01,2022-01-31,Q5a
Total Number of Persons Served,1705,all_persons,2022-02-01,2022-02-28,Q5a
Number of Adults (age 18 or over),1319,all_persons,2022-02-01,2022-02-28,Q5a
Number of Children (under age 18),370,all_persons,2022-02-01,2022-02-28,Q5a
Number of Persons with Unknown Age,16,all_persons,2022-02-01,2022-02-28,Q5a
Number of Leavers,202,all_persons,2022-02-01,2022-02-28,Q5a
Number of Adult Leavers,151,all_persons,2022-02-01,2022-02-28,Q5a
Number of Adult and Head of Household Leavers,153,all_persons,2022-02-01,2022-02-28,Q5a
Number of Stayers,1503,all_persons,2022-02-01,2022-02-28,Q5a
Number of Adult Stayers,1168,all_persons,2022-02-01,2022-02-28,Q5a
Number of Veterans,74,all_persons,2022-02-01,2022-02-28,Q5a
