number_of_adults_by_income_category,population,start_date,end_date,question,status,count
Adults with No Income,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_start,510
Adults with No Income,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_annual_assessment_stayers,15
Adults with No Income,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_exit_leavers,117
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_start,2
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_start,20
Adults with Missing Income Information,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_exit_leavers,2
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_annual_assessment_stayers,411
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_annual_assessment_stayers,272
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_start,926
Total Adults,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_annual_assessment_stayers,744
Total Adults,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_exit_leavers,182
1 or More Source of Income,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_start,435
1 or More Source of Income,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_annual_assessment_stayers,47
1 or More Source of Income,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_exit_leavers,68
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_annual_assessment_stayers,61
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-03-01,2021-03-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_start,148
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_annual_assessment_stayers,7
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_exit_leavers,20
Adults with Only Other Income,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_start,195
Adults with Only Other Income,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_annual_assessment_stayers,39
Adults with Only Other Income,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_exit_leavers,36
Adults with Both Earned and Other Income,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_start,30
Adults with Both Earned and Other Income,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_exit_leavers,7
Adults with No Income,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_start,495
Adults with No Income,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_annual_assessment_stayers,14
Adults with No Income,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_exit_leavers,121
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_start,2
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_start,21
Adults with Missing Income Information,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_exit_leavers,2
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_annual_assessment_stayers,367
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_annual_assessment_stayers,283
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_start,896
Total Adults,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_annual_assessment_stayers,710
Total Adults,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_exit_leavers,186
1 or More Source of Income,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_start,426
1 or More Source of Income,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_annual_assessment_stayers,47
1 or More Source of Income,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_exit_leavers,74
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_annual_assessment_stayers,60
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-04-01,2021-04-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_start,154
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_annual_assessment_stayers,7
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_exit_leavers,16
Adults with Only Other Income,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_start,185
Adults with Only Other Income,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_annual_assessment_stayers,40
Adults with Only Other Income,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_exit_leavers,21
Adults with Both Earned and Other Income,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_start,27
Adults with Both Earned and Other Income,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_start,470
Adults with No Income,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_annual_assessment_stayers,14
Adults with No Income,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_exit_leavers,97
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_start,22
Adults with Missing Income Information,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_exit_leavers,2
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_annual_assessment_stayers,368
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_annual_assessment_stayers,293
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_start,864
Total Adults,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_annual_assessment_stayers,722
Total Adults,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_exit_leavers,142
1 or More Source of Income,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_start,415
1 or More Source of Income,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_annual_assessment_stayers,48
1 or More Source of Income,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_exit_leavers,49
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_annual_assessment_stayers,61
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-05-01,2021-05-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,164
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,6
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,30
Adults with Only Other Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,195
Adults with Only Other Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,38
Adults with Only Other Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,35
Adults with Both Earned and Other Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,26
Adults with Both Earned and Other Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,4
Adults with No Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,495
Adults with No Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,13
Adults with No Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,125
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,21
Adults with Missing Income Information,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,1
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,354
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,301
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,907
Total Adults,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,712
Total Adults,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,195
1 or More Source of Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,439
1 or More Source of Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,45
1 or More Source of Income,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,81
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_annual_assessment_stayers,57
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-06-01,2021-06-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_start,164
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_annual_assessment_stayers,6
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_exit_leavers,18
Adults with Only Other Income,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_start,192
Adults with Only Other Income,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_annual_assessment_stayers,39
Adults with Only Other Income,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_exit_leavers,23
Adults with Both Earned and Other Income,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_start,26
Adults with Both Earned and Other Income,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_start,512
Adults with No Income,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_annual_assessment_stayers,13
Adults with No Income,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_exit_leavers,95
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_start,1
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_start,23
Adults with Missing Income Information,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_exit_leavers,2
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_annual_assessment_stayers,401
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_annual_assessment_stayers,319
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_start,922
Total Adults,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_annual_assessment_stayers,778
Total Adults,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_exit_leavers,144
1 or More Source of Income,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_start,434
1 or More Source of Income,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_annual_assessment_stayers,46
1 or More Source of Income,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_exit_leavers,54
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_annual_assessment_stayers,58
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-07-01,2021-07-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_start,186
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_annual_assessment_stayers,7
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_exit_leavers,31
Adults with Only Other Income,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_start,202
Adults with Only Other Income,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_annual_assessment_stayers,40
Adults with Only Other Income,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_exit_leavers,32
Adults with Both Earned and Other Income,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_start,28
Adults with Both Earned and Other Income,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_exit_leavers,6
Adults with No Income,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_start,600
Adults with No Income,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_annual_assessment_stayers,12
Adults with No Income,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_exit_leavers,162
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_start,2
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_start,23
Adults with Missing Income Information,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_exit_leavers,4
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_annual_assessment_stayers,407
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_annual_assessment_stayers,344
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_start,1045
Total Adults,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_annual_assessment_stayers,810
Total Adults,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_exit_leavers,235
1 or More Source of Income,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_start,471
1 or More Source of Income,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_annual_assessment_stayers,48
1 or More Source of Income,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_exit_leavers,81
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_annual_assessment_stayers,59
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-08-01,2021-08-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_start,192
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_annual_assessment_stayers,7
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_exit_leavers,33
Adults with Only Other Income,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_start,210
Adults with Only Other Income,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_annual_assessment_stayers,39
Adults with Only Other Income,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_exit_leavers,30
Adults with Both Earned and Other Income,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_start,29
Adults with Both Earned and Other Income,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_exit_leavers,5
Adults with No Income,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_start,629
Adults with No Income,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_annual_assessment_stayers,12
Adults with No Income,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_exit_leavers,141
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_start,2
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_start,27
Adults with Missing Income Information,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_exit_leavers,3
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_annual_assessment_stayers,458
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_annual_assessment_stayers,365
Number of Adult Stayers without Required Annual Assessment,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_start,1093
Total Adults,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_annual_assessment_stayers,881
Total Adults,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_exit_leavers,212
1 or More Source of Income,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_start,489
1 or More Source of Income,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_annual_assessment_stayers,47
1 or More Source of Income,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_exit_leavers,77
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_annual_assessment_stayers,58
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2021-09-01,2021-09-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,203
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,8
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,34
Adults with Only Other Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,210
Adults with Only Other Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,38
Adults with Only Other Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,27
Adults with Both Earned and Other Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,27
Adults with Both Earned and Other Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Both Earned and Other Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,4
Adults with No Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,655
Adults with No Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,13
Adults with No Income,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,135
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,2
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,40
Adults with Missing Income Information,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,8
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_annual_assessment_stayers,501
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2021-10-01,2021-10-31,Q18,number_of_adults_at_exit_leavers,0
