number_of_chronically_homeless_persons_by_income_category,population,start_date,end_date,question,status,count
Chronically Homeless Persons with No Income,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_start,90
Chronically Homeless Persons with No Income,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,10
Chronically Homeless Persons with No Income,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,12
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,75
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,24
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_start,159
Total Chronically Homeless Persons,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,141
Total Chronically Homeless Persons,chronically_homeless,2021-07-01,2021-07-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,18
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_start,16
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,7
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,3
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_start,50
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,27
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,5
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_start,4
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with No Income,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_start,85
Chronically Homeless Persons with No Income,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,9
Chronically Homeless Persons with No Income,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,9
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,68
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,26
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_start,155
Total Chronically Homeless Persons,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,137
Total Chronically Homeless Persons,chronically_homeless,2021-08-01,2021-08-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,18
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_start,19
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,7
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,2
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_start,52
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,26
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,5
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_start,5
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_start,87
Chronically Homeless Persons with No Income,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,9
Chronically Homeless Persons with No Income,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,7
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,74
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,33
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_start,163
Total Chronically Homeless Persons,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,149
Total Chronically Homeless Persons,chronically_homeless,2021-09-01,2021-09-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,14
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_start,24
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,7
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,8
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_start,56
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,25
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,8
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_start,5
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_start,92
Chronically Homeless Persons with No Income,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,9
Chronically Homeless Persons with No Income,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,12
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_start,5
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,80
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,32
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_start,182
Total Chronically Homeless Persons,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,153
Total Chronically Homeless Persons,chronically_homeless,2021-10-01,2021-10-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,29
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_start,25
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,7
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,2
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_start,59
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,26
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,5
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_start,5
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_start,96
Chronically Homeless Persons with No Income,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,9
Chronically Homeless Persons with No Income,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,15
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,89
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,32
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_start,185
Total Chronically Homeless Persons,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,163
Total Chronically Homeless Persons,chronically_homeless,2021-11-01,2021-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,22
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_start,26
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,7
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,5
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_start,63
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,25
Chronically Homeless Persons with Only Other Income,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,9
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_start,6
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with No Income,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_start,105
Chronically Homeless Persons with No Income,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,10
Chronically Homeless Persons with No Income,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,6
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,106
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,31
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_start,200
Total Chronically Homeless Persons,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,179
Total Chronically Homeless Persons,chronically_homeless,2021-12-01,2021-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,21
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_start,25
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,8
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,5
Chronically Homeless Persons with Only Other Income,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_start,67
Chronically Homeless Persons with Only Other Income,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,25
Chronically Homeless Persons with Only Other Income,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,3
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_start,7
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,2
Chronically Homeless Persons with No Income,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_start,109
Chronically Homeless Persons with No Income,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,9
Chronically Homeless Persons with No Income,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,12
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,113
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,30
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_start,208
Total Chronically Homeless Persons,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,186
Total Chronically Homeless Persons,chronically_homeless,2022-01-01,2022-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,22
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2022-02-01,2022-02-28,Q26f,number_of_chronically_homeless_persons_at_start,26
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2022-02-01,2022-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,8
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2022-02-01,2022-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,2
Chronically Homeless Persons with Only Other Income,chronically_homeless,2022-02-01,2022-02-28,Q26f,number_of_chronically_homeless_persons_at_start,68
Chronically Homeless Persons with Only Other Income,chronically_homeless,2022-02-01,2022-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,23
