length_participation,total,population,start_date,end_date,question,status,count
91 to 180 days,2,youth,2018-06-01,2018-06-30,Q27e,leavers,0
91 to 180 days,2,youth,2018-06-01,2018-06-30,Q27e,stayers,2
181 to 365 days,1,youth,2018-06-01,2018-06-30,Q27e,leavers,0
181 to 365 days,1,youth,2018-06-01,2018-06-30,Q27e,stayers,1
366 to 730 Days (1-2 Yrs),2,youth,2018-06-01,2018-06-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),2,youth,2018-06-01,2018-06-30,Q27e,stayers,2
"731 to 1,095 Days (2-3 Yrs)",3,youth,2018-06-01,2018-06-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",3,youth,2018-06-01,2018-06-30,Q27e,stayers,3
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-06-01,2018-06-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-06-01,2018-06-30,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-06-01,2018-06-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-06-01,2018-06-30,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-06-01,2018-06-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-06-01,2018-06-30,Q27e,stayers,1
Data Not Collected,0,youth,2018-06-01,2018-06-30,Q27e,leavers,0
Data Not Collected,0,youth,2018-06-01,2018-06-30,Q27e,stayers,0
30 days or less,7,youth,2018-07-01,2018-07-31,Q27e,leavers,1
30 days or less,7,youth,2018-07-01,2018-07-31,Q27e,stayers,6
31 to 60 days,5,youth,2018-07-01,2018-07-31,Q27e,leavers,1
31 to 60 days,5,youth,2018-07-01,2018-07-31,Q27e,stayers,4
61 to 90 days,1,youth,2018-07-01,2018-07-31,Q27e,leavers,0
61 to 90 days,1,youth,2018-07-01,2018-07-31,Q27e,stayers,1
91 to 180 days,5,youth,2018-07-01,2018-07-31,Q27e,leavers,1
91 to 180 days,5,youth,2018-07-01,2018-07-31,Q27e,stayers,4
181 to 365 days,1,youth,2018-07-01,2018-07-31,Q27e,leavers,0
181 to 365 days,1,youth,2018-07-01,2018-07-31,Q27e,stayers,1
366 to 730 Days (1-2 Yrs),2,youth,2018-07-01,2018-07-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),2,youth,2018-07-01,2018-07-31,Q27e,stayers,2
"731 to 1,095 Days (2-3 Yrs)",3,youth,2018-07-01,2018-07-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",3,youth,2018-07-01,2018-07-31,Q27e,stayers,3
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-07-01,2018-07-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-07-01,2018-07-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-07-01,2018-07-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-07-01,2018-07-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-07-01,2018-07-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-07-01,2018-07-31,Q27e,stayers,1
Data Not Collected,0,youth,2018-07-01,2018-07-31,Q27e,leavers,0
Data Not Collected,0,youth,2018-07-01,2018-07-31,Q27e,stayers,0
30 days or less,3,youth,2018-08-01,2018-08-31,Q27e,leavers,2
30 days or less,3,youth,2018-08-01,2018-08-31,Q27e,stayers,1
31 to 60 days,4,youth,2018-08-01,2018-08-31,Q27e,leavers,0
31 to 60 days,4,youth,2018-08-01,2018-08-31,Q27e,stayers,4
61 to 90 days,4,youth,2018-08-01,2018-08-31,Q27e,leavers,0
61 to 90 days,4,youth,2018-08-01,2018-08-31,Q27e,stayers,4
91 to 180 days,4,youth,2018-08-01,2018-08-31,Q27e,leavers,2
91 to 180 days,4,youth,2018-08-01,2018-08-31,Q27e,stayers,2
181 to 365 days,2,youth,2018-08-01,2018-08-31,Q27e,leavers,0
181 to 365 days,2,youth,2018-08-01,2018-08-31,Q27e,stayers,2
366 to 730 Days (1-2 Yrs),2,youth,2018-08-01,2018-08-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),2,youth,2018-08-01,2018-08-31,Q27e,stayers,2
"731 to 1,095 Days (2-3 Yrs)",3,youth,2018-08-01,2018-08-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",3,youth,2018-08-01,2018-08-31,Q27e,stayers,3
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-08-01,2018-08-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-08-01,2018-08-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-08-01,2018-08-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-08-01,2018-08-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-08-01,2018-08-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-08-01,2018-08-31,Q27e,stayers,1
Data Not Collected,0,youth,2018-08-01,2018-08-31,Q27e,leavers,0
Data Not Collected,0,youth,2018-08-01,2018-08-31,Q27e,stayers,0
30 days or less,4,youth,2018-09-01,2018-09-30,Q27e,leavers,1
30 days or less,4,youth,2018-09-01,2018-09-30,Q27e,stayers,3
31 to 60 days,0,youth,2018-09-01,2018-09-30,Q27e,leavers,0
31 to 60 days,0,youth,2018-09-01,2018-09-30,Q27e,stayers,0
61 to 90 days,5,youth,2018-09-01,2018-09-30,Q27e,leavers,1
61 to 90 days,5,youth,2018-09-01,2018-09-30,Q27e,stayers,4
91 to 180 days,4,youth,2018-09-01,2018-09-30,Q27e,leavers,2
91 to 180 days,4,youth,2018-09-01,2018-09-30,Q27e,stayers,2
181 to 365 days,3,youth,2018-09-01,2018-09-30,Q27e,leavers,0
181 to 365 days,3,youth,2018-09-01,2018-09-30,Q27e,stayers,3
366 to 730 Days (1-2 Yrs),2,youth,2018-09-01,2018-09-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),2,youth,2018-09-01,2018-09-30,Q27e,stayers,2
"731 to 1,095 Days (2-3 Yrs)",3,youth,2018-09-01,2018-09-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",3,youth,2018-09-01,2018-09-30,Q27e,stayers,3
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-09-01,2018-09-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-09-01,2018-09-30,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-09-01,2018-09-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-09-01,2018-09-30,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-09-01,2018-09-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-09-01,2018-09-30,Q27e,stayers,1
Data Not Collected,0,youth,2018-09-01,2018-09-30,Q27e,leavers,0
Data Not Collected,0,youth,2018-09-01,2018-09-30,Q27e,stayers,0
30 days or less,5,youth,2018-10-01,2018-10-31,Q27e,leavers,0
30 days or less,5,youth,2018-10-01,2018-10-31,Q27e,stayers,5
31 to 60 days,3,youth,2018-10-01,2018-10-31,Q27e,leavers,0
31 to 60 days,3,youth,2018-10-01,2018-10-31,Q27e,stayers,3
61 to 90 days,1,youth,2018-10-01,2018-10-31,Q27e,leavers,0
61 to 90 days,1,youth,2018-10-01,2018-10-31,Q27e,stayers,1
91 to 180 days,6,youth,2018-10-01,2018-10-31,Q27e,leavers,0
91 to 180 days,6,youth,2018-10-01,2018-10-31,Q27e,stayers,6
181 to 365 days,3,youth,2018-10-01,2018-10-31,Q27e,leavers,0
181 to 365 days,3,youth,2018-10-01,2018-10-31,Q27e,stayers,3
366 to 730 Days (1-2 Yrs),0,youth,2018-10-01,2018-10-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),0,youth,2018-10-01,2018-10-31,Q27e,stayers,0
"731 to 1,095 Days (2-3 Yrs)",5,youth,2018-10-01,2018-10-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",5,youth,2018-10-01,2018-10-31,Q27e,stayers,5
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-10-01,2018-10-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-10-01,2018-10-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-10-01,2018-10-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-10-01,2018-10-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-10-01,2018-10-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-10-01,2018-10-31,Q27e,stayers,1
Data Not Collected,0,youth,2018-10-01,2018-10-31,Q27e,leavers,0
Data Not Collected,0,youth,2018-10-01,2018-10-31,Q27e,stayers,0
30 days or less,11,youth,2018-11-01,2018-11-30,Q27e,leavers,5
30 days or less,11,youth,2018-11-01,2018-11-30,Q27e,stayers,6
31 to 60 days,1,youth,2018-11-01,2018-11-30,Q27e,leavers,0
31 to 60 days,1,youth,2018-11-01,2018-11-30,Q27e,stayers,1
61 to 90 days,4,youth,2018-11-01,2018-11-30,Q27e,leavers,1
61 to 90 days,4,youth,2018-11-01,2018-11-30,Q27e,stayers,3
91 to 180 days,6,youth,2018-11-01,2018-11-30,Q27e,leavers,3
91 to 180 days,6,youth,2018-11-01,2018-11-30,Q27e,stayers,3
181 to 365 days,3,youth,2018-11-01,2018-11-30,Q27e,leavers,0
181 to 365 days,3,youth,2018-11-01,2018-11-30,Q27e,stayers,3
366 to 730 Days (1-2 Yrs),0,youth,2018-11-01,2018-11-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),0,youth,2018-11-01,2018-11-30,Q27e,stayers,0
"731 to 1,095 Days (2-3 Yrs)",5,youth,2018-11-01,2018-11-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",5,youth,2018-11-01,2018-11-30,Q27e,stayers,5
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-11-01,2018-11-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-11-01,2018-11-30,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-11-01,2018-11-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-11-01,2018-11-30,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-11-01,2018-11-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-11-01,2018-11-30,Q27e,stayers,1
Data Not Collected,0,youth,2018-11-01,2018-11-30,Q27e,leavers,0
Data Not Collected,0,youth,2018-11-01,2018-11-30,Q27e,stayers,0
30 days or less,18,youth,2018-12-01,2018-12-31,Q27e,leavers,14
30 days or less,18,youth,2018-12-01,2018-12-31,Q27e,stayers,4
31 to 60 days,1,youth,2018-12-01,2018-12-31,Q27e,leavers,0
31 to 60 days,1,youth,2018-12-01,2018-12-31,Q27e,stayers,1
61 to 90 days,1,youth,2018-12-01,2018-12-31,Q27e,leavers,0
61 to 90 days,1,youth,2018-12-01,2018-12-31,Q27e,stayers,1
91 to 180 days,4,youth,2018-12-01,2018-12-31,Q27e,leavers,0
91 to 180 days,4,youth,2018-12-01,2018-12-31,Q27e,stayers,4
181 to 365 days,3,youth,2018-12-01,2018-12-31,Q27e,leavers,0
181 to 365 days,3,youth,2018-12-01,2018-12-31,Q27e,stayers,3
366 to 730 Days (1-2 Yrs),1,youth,2018-12-01,2018-12-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2018-12-01,2018-12-31,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",5,youth,2018-12-01,2018-12-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",5,youth,2018-12-01,2018-12-31,Q27e,stayers,5
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-12-01,2018-12-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2018-12-01,2018-12-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-12-01,2018-12-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2018-12-01,2018-12-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-12-01,2018-12-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2018-12-01,2018-12-31,Q27e,stayers,1
Data Not Collected,0,youth,2018-12-01,2018-12-31,Q27e,leavers,0
Data Not Collected,0,youth,2018-12-01,2018-12-31,Q27e,stayers,0
30 days or less,34,youth,2019-01-01,2019-01-31,Q27e,leavers,17
30 days or less,34,youth,2019-01-01,2019-01-31,Q27e,stayers,17
31 to 60 days,7,youth,2019-01-01,2019-01-31,Q27e,leavers,0
31 to 60 days,7,youth,2019-01-01,2019-01-31,Q27e,stayers,7
61 to 90 days,1,youth,2019-01-01,2019-01-31,Q27e,leavers,0
61 to 90 days,1,youth,2019-01-01,2019-01-31,Q27e,stayers,1
91 to 180 days,3,youth,2019-01-01,2019-01-31,Q27e,leavers,0
91 to 180 days,3,youth,2019-01-01,2019-01-31,Q27e,stayers,3
181 to 365 days,5,youth,2019-01-01,2019-01-31,Q27e,leavers,0
181 to 365 days,5,youth,2019-01-01,2019-01-31,Q27e,stayers,5
366 to 730 Days (1-2 Yrs),1,youth,2019-01-01,2019-01-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),1,youth,2019-01-01,2019-01-31,Q27e,stayers,1
"731 to 1,095 Days (2-3 Yrs)",5,youth,2019-01-01,2019-01-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",5,youth,2019-01-01,2019-01-31,Q27e,stayers,5
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2019-01-01,2019-01-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2019-01-01,2019-01-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-01-01,2019-01-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-01-01,2019-01-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-01-01,2019-01-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-01-01,2019-01-31,Q27e,stayers,1
Data Not Collected,0,youth,2019-01-01,2019-01-31,Q27e,leavers,0
Data Not Collected,0,youth,2019-01-01,2019-01-31,Q27e,stayers,0
30 days or less,36,youth,2019-02-01,2019-02-28,Q27e,leavers,29
30 days or less,36,youth,2019-02-01,2019-02-28,Q27e,stayers,7
31 to 60 days,10,youth,2019-02-01,2019-02-28,Q27e,leavers,3
31 to 60 days,10,youth,2019-02-01,2019-02-28,Q27e,stayers,7
61 to 90 days,4,youth,2019-02-01,2019-02-28,Q27e,leavers,0
61 to 90 days,4,youth,2019-02-01,2019-02-28,Q27e,stayers,4
91 to 180 days,4,youth,2019-02-01,2019-02-28,Q27e,leavers,1
91 to 180 days,4,youth,2019-02-01,2019-02-28,Q27e,stayers,3
181 to 365 days,5,youth,2019-02-01,2019-02-28,Q27e,leavers,0
181 to 365 days,5,youth,2019-02-01,2019-02-28,Q27e,stayers,5
366 to 730 Days (1-2 Yrs),2,youth,2019-02-01,2019-02-28,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),2,youth,2019-02-01,2019-02-28,Q27e,stayers,2
"731 to 1,095 Days (2-3 Yrs)",5,youth,2019-02-01,2019-02-28,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",5,youth,2019-02-01,2019-02-28,Q27e,stayers,5
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2019-02-01,2019-02-28,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2019-02-01,2019-02-28,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-02-01,2019-02-28,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-02-01,2019-02-28,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-02-01,2019-02-28,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-02-01,2019-02-28,Q27e,stayers,1
Data Not Collected,0,youth,2019-02-01,2019-02-28,Q27e,leavers,0
Data Not Collected,0,youth,2019-02-01,2019-02-28,Q27e,stayers,0
30 days or less,27,youth,2019-03-01,2019-03-31,Q27e,leavers,21
30 days or less,27,youth,2019-03-01,2019-03-31,Q27e,stayers,6
31 to 60 days,6,youth,2019-03-01,2019-03-31,Q27e,leavers,3
31 to 60 days,6,youth,2019-03-01,2019-03-31,Q27e,stayers,3
61 to 90 days,4,youth,2019-03-01,2019-03-31,Q27e,leavers,0
61 to 90 days,4,youth,2019-03-01,2019-03-31,Q27e,stayers,4
91 to 180 days,6,youth,2019-03-01,2019-03-31,Q27e,leavers,0
91 to 180 days,6,youth,2019-03-01,2019-03-31,Q27e,stayers,6
181 to 365 days,4,youth,2019-03-01,2019-03-31,Q27e,leavers,0
181 to 365 days,4,youth,2019-03-01,2019-03-31,Q27e,stayers,4
366 to 730 Days (1-2 Yrs),3,youth,2019-03-01,2019-03-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),3,youth,2019-03-01,2019-03-31,Q27e,stayers,3
"731 to 1,095 Days (2-3 Yrs)",5,youth,2019-03-01,2019-03-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",5,youth,2019-03-01,2019-03-31,Q27e,stayers,5
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2019-03-01,2019-03-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2019-03-01,2019-03-31,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-03-01,2019-03-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-03-01,2019-03-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-03-01,2019-03-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-03-01,2019-03-31,Q27e,stayers,1
Data Not Collected,0,youth,2019-03-01,2019-03-31,Q27e,leavers,0
Data Not Collected,0,youth,2019-03-01,2019-03-31,Q27e,stayers,0
30 days or less,31,youth,2019-04-01,2019-04-30,Q27e,leavers,23
30 days or less,31,youth,2019-04-01,2019-04-30,Q27e,stayers,8
31 to 60 days,5,youth,2019-04-01,2019-04-30,Q27e,leavers,2
31 to 60 days,5,youth,2019-04-01,2019-04-30,Q27e,stayers,3
61 to 90 days,4,youth,2019-04-01,2019-04-30,Q27e,leavers,3
61 to 90 days,4,youth,2019-04-01,2019-04-30,Q27e,stayers,1
91 to 180 days,6,youth,2019-04-01,2019-04-30,Q27e,leavers,1
91 to 180 days,6,youth,2019-04-01,2019-04-30,Q27e,stayers,5
181 to 365 days,4,youth,2019-04-01,2019-04-30,Q27e,leavers,0
181 to 365 days,4,youth,2019-04-01,2019-04-30,Q27e,stayers,4
366 to 730 Days (1-2 Yrs),3,youth,2019-04-01,2019-04-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),3,youth,2019-04-01,2019-04-30,Q27e,stayers,3
"731 to 1,095 Days (2-3 Yrs)",5,youth,2019-04-01,2019-04-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",5,youth,2019-04-01,2019-04-30,Q27e,stayers,5
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2019-04-01,2019-04-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",0,youth,2019-04-01,2019-04-30,Q27e,stayers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-04-01,2019-04-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-04-01,2019-04-30,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-04-01,2019-04-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-04-01,2019-04-30,Q27e,stayers,1
Data Not Collected,0,youth,2019-04-01,2019-04-30,Q27e,leavers,0
Data Not Collected,0,youth,2019-04-01,2019-04-30,Q27e,stayers,0
30 days or less,24,youth,2019-05-01,2019-05-31,Q27e,leavers,12
30 days or less,24,youth,2019-05-01,2019-05-31,Q27e,stayers,12
31 to 60 days,8,youth,2019-05-01,2019-05-31,Q27e,leavers,2
31 to 60 days,8,youth,2019-05-01,2019-05-31,Q27e,stayers,6
61 to 90 days,3,youth,2019-05-01,2019-05-31,Q27e,leavers,1
61 to 90 days,3,youth,2019-05-01,2019-05-31,Q27e,stayers,2
91 to 180 days,5,youth,2019-05-01,2019-05-31,Q27e,leavers,1
91 to 180 days,5,youth,2019-05-01,2019-05-31,Q27e,stayers,4
181 to 365 days,5,youth,2019-05-01,2019-05-31,Q27e,leavers,0
181 to 365 days,5,youth,2019-05-01,2019-05-31,Q27e,stayers,5
366 to 730 Days (1-2 Yrs),3,youth,2019-05-01,2019-05-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),3,youth,2019-05-01,2019-05-31,Q27e,stayers,3
"731 to 1,095 Days (2-3 Yrs)",4,youth,2019-05-01,2019-05-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",4,youth,2019-05-01,2019-05-31,Q27e,stayers,4
"1,096 to 1,460 Days (3-4 Yrs)",1,youth,2019-05-01,2019-05-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",1,youth,2019-05-01,2019-05-31,Q27e,stayers,1
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-05-01,2019-05-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-05-01,2019-05-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-05-01,2019-05-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-05-01,2019-05-31,Q27e,stayers,1
Data Not Collected,0,youth,2019-05-01,2019-05-31,Q27e,leavers,0
Data Not Collected,0,youth,2019-05-01,2019-05-31,Q27e,stayers,0
30 days or less,18,youth,2019-06-01,2019-06-30,Q27e,leavers,13
30 days or less,18,youth,2019-06-01,2019-06-30,Q27e,stayers,5
31 to 60 days,9,youth,2019-06-01,2019-06-30,Q27e,leavers,4
31 to 60 days,9,youth,2019-06-01,2019-06-30,Q27e,stayers,5
61 to 90 days,7,youth,2019-06-01,2019-06-30,Q27e,leavers,0
61 to 90 days,7,youth,2019-06-01,2019-06-30,Q27e,stayers,7
91 to 180 days,2,youth,2019-06-01,2019-06-30,Q27e,leavers,0
91 to 180 days,2,youth,2019-06-01,2019-06-30,Q27e,stayers,2
181 to 365 days,8,youth,2019-06-01,2019-06-30,Q27e,leavers,2
181 to 365 days,8,youth,2019-06-01,2019-06-30,Q27e,stayers,6
366 to 730 Days (1-2 Yrs),4,youth,2019-06-01,2019-06-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),4,youth,2019-06-01,2019-06-30,Q27e,stayers,4
"731 to 1,095 Days (2-3 Yrs)",2,youth,2019-06-01,2019-06-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",2,youth,2019-06-01,2019-06-30,Q27e,stayers,2
"1,096 to 1,460 Days (3-4 Yrs)",3,youth,2019-06-01,2019-06-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",3,youth,2019-06-01,2019-06-30,Q27e,stayers,3
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-06-01,2019-06-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-06-01,2019-06-30,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-06-01,2019-06-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-06-01,2019-06-30,Q27e,stayers,1
Data Not Collected,0,youth,2019-06-01,2019-06-30,Q27e,leavers,0
Data Not Collected,0,youth,2019-06-01,2019-06-30,Q27e,stayers,0
30 days or less,38,youth,2019-07-01,2019-07-31,Q27e,leavers,27
30 days or less,38,youth,2019-07-01,2019-07-31,Q27e,stayers,11
31 to 60 days,4,youth,2019-07-01,2019-07-31,Q27e,leavers,2
31 to 60 days,4,youth,2019-07-01,2019-07-31,Q27e,stayers,2
61 to 90 days,5,youth,2019-07-01,2019-07-31,Q27e,leavers,1
61 to 90 days,5,youth,2019-07-01,2019-07-31,Q27e,stayers,4
91 to 180 days,9,youth,2019-07-01,2019-07-31,Q27e,leavers,0
91 to 180 days,9,youth,2019-07-01,2019-07-31,Q27e,stayers,9
181 to 365 days,4,youth,2019-07-01,2019-07-31,Q27e,leavers,0
181 to 365 days,4,youth,2019-07-01,2019-07-31,Q27e,stayers,4
366 to 730 Days (1-2 Yrs),6,youth,2019-07-01,2019-07-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),6,youth,2019-07-01,2019-07-31,Q27e,stayers,6
"731 to 1,095 Days (2-3 Yrs)",2,youth,2019-07-01,2019-07-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",2,youth,2019-07-01,2019-07-31,Q27e,stayers,2
"1,096 to 1,460 Days (3-4 Yrs)",3,youth,2019-07-01,2019-07-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",3,youth,2019-07-01,2019-07-31,Q27e,stayers,3
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-07-01,2019-07-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",0,youth,2019-07-01,2019-07-31,Q27e,stayers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-07-01,2019-07-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",1,youth,2019-07-01,2019-07-31,Q27e,stayers,1
Data Not Collected,0,youth,2019-07-01,2019-07-31,Q27e,leavers,0
Data Not Collected,0,youth,2019-07-01,2019-07-31,Q27e,stayers,0
30 days or less,35,youth,2019-08-01,2019-08-31,Q27e,leavers,21
30 days or less,35,youth,2019-08-01,2019-08-31,Q27e,stayers,14
31 to 60 days,7,youth,2019-08-01,2019-08-31,Q27e,leavers,1
31 to 60 days,7,youth,2019-08-01,2019-08-31,Q27e,stayers,6
61 to 90 days,1,youth,2019-08-01,2019-08-31,Q27e,leavers,1
61 to 90 days,1,youth,2019-08-01,2019-08-31,Q27e,stayers,0
91 to 180 days,12,youth,2019-08-01,2019-08-31,Q27e,leavers,0
91 to 180 days,12,youth,2019-08-01,2019-08-31,Q27e,stayers,12
181 to 365 days,4,youth,2019-08-01,2019-08-31,Q27e,leavers,0
181 to 365 days,4,youth,2019-08-01,2019-08-31,Q27e,stayers,4
366 to 730 Days (1-2 Yrs),6,youth,2019-08-01,2019-08-31,Q27e,leavers,1
366 to 730 Days (1-2 Yrs),6,youth,2019-08-01,2019-08-31,Q27e,stayers,5
"731 to 1,095 Days (2-3 Yrs)",2,youth,2019-08-01,2019-08-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",2,youth,2019-08-01,2019-08-31,Q27e,stayers,2
"1,096 to 1,460 Days (3-4 Yrs)",3,youth,2019-08-01,2019-08-31,Q27e,leavers,0
