non_cash_benefits,population,start_date,end_date,question,status,count
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_start,13
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_exit_for_leavers,1
TANF Child Care Services,all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_start,3
TANF Child Care Services,all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_start,5
Other TANF-Funded Services,all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_start,8
Other Source,all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,9
Other Source,all_persons,2020-11-01,2020-11-30,Q20a,benefit_at_exit_for_leavers,1
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_start,296
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,31
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_exit_for_leavers,61
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_start,14
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_exit_for_leavers,1
TANF Child Care Services,all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_start,3
TANF Child Care Services,all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_start,6
Other TANF-Funded Services,all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_start,8
Other Source,all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,9
Other Source,all_persons,2020-12-01,2020-12-31,Q20a,benefit_at_exit_for_leavers,1
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_start,291
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,28
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_exit_for_leavers,50
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_start,19
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_exit_for_leavers,3
TANF Child Care Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_start,5
TANF Child Care Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_exit_for_leavers,2
TANF Transportation Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_start,2
TANF Transportation Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_exit_for_leavers,1
Other TANF-Funded Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_start,6
Other TANF-Funded Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_start,10
Other Source,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,9
Other Source,all_persons,2021-01-01,2021-01-31,Q20a,benefit_at_exit_for_leavers,1
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_start,287
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,28
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_exit_for_leavers,45
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_start,19
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_exit_for_leavers,1
TANF Child Care Services,all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_start,3
TANF Child Care Services,all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_start,6
Other TANF-Funded Services,all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_start,9
Other Source,all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_latest_annual_assessment_for_stayers,8
Other Source,all_persons,2021-02-01,2021-02-28,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_start,285
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,31
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_exit_for_leavers,51
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_start,20
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_exit_for_leavers,6
TANF Child Care Services,all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_start,3
TANF Child Care Services,all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_start,6
Other TANF-Funded Services,all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_start,9
Other Source,all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,9
Other Source,all_persons,2021-03-01,2021-03-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_start,276
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,31
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_exit_for_leavers,58
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_start,16
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_exit_for_leavers,2
TANF Child Care Services,all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_start,3
TANF Child Care Services,all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_exit_for_leavers,1
TANF Transportation Services,all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_exit_for_leavers,1
Other TANF-Funded Services,all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_start,7
Other TANF-Funded Services,all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_exit_for_leavers,2
Other Source,all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_start,10
Other Source,all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,9
Other Source,all_persons,2021-04-01,2021-04-30,Q20a,benefit_at_exit_for_leavers,2
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_start,266
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,30
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_exit_for_leavers,39
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_start,18
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_exit_for_leavers,4
TANF Child Care Services,all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_start,5
Other TANF-Funded Services,all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_start,8
Other Source,all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,8
Other Source,all_persons,2021-05-01,2021-05-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_start,273
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,30
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_exit_for_leavers,56
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_start,15
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_exit_for_leavers,3
TANF Child Care Services,all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_exit_for_leavers,1
TANF Transportation Services,all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_exit_for_leavers,1
Other TANF-Funded Services,all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_start,4
Other TANF-Funded Services,all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_start,8
Other Source,all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,8
Other Source,all_persons,2021-06-01,2021-06-30,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_start,289
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,30
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_exit_for_leavers,42
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_start,14
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,1
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_exit_for_leavers,0
TANF Child Care Services,all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_start,1
TANF Child Care Services,all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_start,4
Other TANF-Funded Services,all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_start,7
Other Source,all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,8
Other Source,all_persons,2021-07-01,2021-07-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_start,309
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,32
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_exit_for_leavers,60
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_start,18
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,2
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_exit_for_leavers,3
TANF Child Care Services,all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_start,1
TANF Child Care Services,all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_start,4
Other TANF-Funded Services,all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_start,7
Other Source,all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,8
Other Source,all_persons,2021-08-01,2021-08-31,Q20a,benefit_at_exit_for_leavers,0
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_start,329
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,32
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_exit_for_leavers,52
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_start,16
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,2
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_exit_for_leavers,2
TANF Child Care Services,all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_start,1
TANF Child Care Services,all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_start,5
Other TANF-Funded Services,all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_start,8
Other Source,all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,8
Other Source,all_persons,2021-09-01,2021-09-30,Q20a,benefit_at_exit_for_leavers,1
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_start,349
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,33
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_exit_for_leavers,63
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_start,16
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,2
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_exit_for_leavers,2
TANF Child Care Services,all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_start,2
TANF Child Care Services,all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_start,0
TANF Transportation Services,all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_start,5
Other TANF-Funded Services,all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_exit_for_leavers,1
Other Source,all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_start,10
Other Source,all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,8
Other Source,all_persons,2021-10-01,2021-10-31,Q20a,benefit_at_exit_for_leavers,2
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_start,380
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,33
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_exit_for_leavers,57
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_start,20
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,2
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_exit_for_leavers,1
TANF Child Care Services,all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_start,4
TANF Child Care Services,all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Child Care Services,all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_exit_for_leavers,0
TANF Transportation Services,all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_start,1
TANF Transportation Services,all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
TANF Transportation Services,all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_exit_for_leavers,0
Other TANF-Funded Services,all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_start,6
Other TANF-Funded Services,all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
Other TANF-Funded Services,all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_exit_for_leavers,0
Other Source,all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_start,10
Other Source,all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_latest_annual_assessment_for_stayers,8
Other Source,all_persons,2021-11-01,2021-11-30,Q20a,benefit_at_exit_for_leavers,1
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-12-01,2021-12-31,Q20a,benefit_at_start,409
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-12-01,2021-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,33
Supplemental Nutrition Assistance Program (SNAP) (Previously known as Food Stamps),all_persons,2021-12-01,2021-12-31,Q20a,benefit_at_exit_for_leavers,70
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-12-01,2021-12-31,Q20a,benefit_at_start,22
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-12-01,2021-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,2
"Special Supplemental Nutrition Program for Women, Infants, and Children (WIC)",all_persons,2021-12-01,2021-12-31,Q20a,benefit_at_exit_for_leavers,5
TANF Child Care Services,all_persons,2021-12-01,2021-12-31,Q20a,benefit_at_start,4
TANF Child Care Services,all_persons,2021-12-01,2021-12-31,Q20a,benefit_at_latest_annual_assessment_for_stayers,0
